row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
2161	koibito	exam	恋人	こいびと	người yêu	彼女は恋人と旅行に行った。	Cô ấy đã đi du lịch cùng người yêu.
2162	koibito	daily	恋人	こいびと	người yêu	恋人できたの?	Cậu có người yêu rồi à?
2163	koibito	business	恋人	こいびと	người yêu	結婚相談所では、恋人との関係について相談を受けることもあります。	Tại dịch vụ tư vấn hôn nhân, đôi khi chúng tôi cũng tiếp nhận tư vấn về mối quan hệ với người yêu.
2164	coach	exam	コーチ	コーチ	huấn luyện viên	コーチの指導で上達した。	Nhờ sự chỉ dẫn của huấn luyện viên mà tôi đã tiến bộ.
2165	coach	daily	コーチ	コーチ	huấn luyện viên	新しいコーチ、厳しいらしいよ。	Nghe nói huấn luyện viên mới nghiêm khắc lắm.
2166	coach	business	コーチ	コーチ	huấn luyện viên	専属コーチによる指導を導入いたしました。	Chúng tôi đã áp dụng chỉ dẫn từ huấn luyện viên riêng.
2167	kokuou	exam	国王	こくおう	quốc vương	この国は国王が治めている。	Đất nước này do quốc vương cai trị.
2168	kokuou	daily	国王	こくおう	quốc vương	国王のニュース、見た?	Cậu xem tin tức về quốc vương chưa?
2169	kokuou	business	国王	こくおう	quốc vương	両国王室の交流が続いています。	Sự giao lưu giữa hoàng gia hai nước vẫn tiếp tục.
2170	kokuseki	exam	国籍	こくせき	quốc tịch	彼はアメリカの国籍を持っている。	Anh ấy mang quốc tịch Mỹ.
2171	kokuseki	daily	国籍	こくせき	quốc tịch	国籍、どこなの?	Cậu quốc tịch nước nào vậy?
2172	kokuseki	business	国籍	こくせき	quốc tịch	応募資格に国籍の制限はございません。	Điều kiện ứng tuyển không giới hạn quốc tịch.
2173	kokumin	exam	国民	こくみん	người dân (quốc dân)	国民の意見を聞くべきだ。	Nên lắng nghe ý kiến của người dân.
2174	kokumin	daily	国民	こくみん	người dân (quốc dân)	国民みんなが注目してるよね。	Toàn dân đều đang chú ý đến việc này nhỉ.
2175	kokumin	business	国民	こくみん	người dân (quốc dân)	国民生活への影響を最小限に抑えます。	Chúng tôi sẽ giảm thiểu tối đa ảnh hưởng đến đời sống người dân.
2176	kojin	exam	個人	こじん	cá nhân	これは個人の意見です。	Đây là ý kiến cá nhân.
2177	kojin	daily	個人	こじん	cá nhân	個人的にはいいと思うよ。	Riêng cá nhân tớ thì thấy được đấy.
2178	kojin	business	個人	こじん	cá nhân	個人情報の取り扱いには十分注意しております。	Chúng tôi rất cẩn thận trong việc xử lý thông tin cá nhân.
2179	kosei	exam	個性	こせい	cá tính	彼女は個性が強い。	Cô ấy có cá tính mạnh.
2180	kosei	daily	個性	こせい	cá tính	その服、個性的だね。	Bộ đồ đó cá tính thật nhỉ.
2181	kosei	business	個性	こせい	cá tính	社員一人ひとりの個性を尊重しております。	Chúng tôi tôn trọng cá tính của từng nhân viên.
2182	sainou	exam	才能	さいのう	tài năng	彼には音楽の才能がある。	Anh ấy có tài năng âm nhạc.
2183	sainou	daily	才能	さいのう	tài năng	すごい才能だね!	Tài năng ghê thật đấy!
2184	sainou	business	才能	さいのう	tài năng	若手の才能を発掘するプログラムを実施しております。	Chúng tôi thực hiện chương trình phát hiện tài năng trẻ.
2185	sakusha	exam	作者	さくしゃ	tác giả	この作品の作者は誰ですか。	Tác giả của tác phẩm này là ai?
2186	sakusha	daily	作者	さくしゃ	tác giả	作者、有名な人なの?	Tác giả là người nổi tiếng à?
2187	sakusha	business	作者	さくしゃ	tác giả	作者の意向を尊重し企画を進めます。	Chúng tôi sẽ triển khai dự án tôn trọng ý muốn của tác giả.
2188	sakka	exam	作家	さっか	nhà văn	彼女は有名な作家だ。	Cô ấy là nhà văn nổi tiếng.
2189	sakka	daily	作家	さっか	nhà văn	将来、作家になりたいんだ。	Sau này tớ muốn trở thành nhà văn.
2190	sakka	business	作家	さっか	nhà văn	著名な作家との対談企画を予定しております。	Chúng tôi dự định tổ chức buổi phỏng vấn với nhà văn nổi tiếng.
2191	salaryman	exam	サラリーマン	サラリーマン	nhân viên văn phòng	彼はサラリーマンとして働いている。	Anh ấy làm việc với vai trò nhân viên văn phòng.
2192	salaryman	daily	サラリーマン	サラリーマン	nhân viên văn phòng	サラリーマンって大変だよね。	Làm nhân viên văn phòng vất vả thật nhỉ.
2193	salaryman	business	サラリーマン	サラリーマン	nhân viên văn phòng	一般的なサラリーマンの生活を調査いたしました。	Chúng tôi đã khảo sát cuộc sống của nhân viên văn phòng nói chung.
2194	shikai	exam	司会	しかい	người dẫn chương trình	結婚式の司会を頼まれた。	Tôi được nhờ dẫn chương trình đám cưới.
2195	shikai	daily	司会	しかい	người dẫn chương trình	今日の司会、誰がやるの?	Hôm nay ai dẫn chương trình vậy?
2196	shikai	business	司会	しかい	người dẫn chương trình	本イベントの司会を務めさせていただきます。	Tôi xin phép đảm nhận vai trò dẫn chương trình cho sự kiện này.
2197	shikaku	exam	資格	しかく	tư cách, chứng chỉ	看護師の資格を取った。	Tôi đã lấy được chứng chỉ y tá.
2198	shikaku	daily	資格	しかく	tư cách, chứng chỉ	何か資格持ってるの?	Cậu có chứng chỉ gì không?
2199	shikaku	business	資格	しかく	tư cách, chứng chỉ	応募には特定の資格が必要です。	Ứng tuyển cần có chứng chỉ nhất định.
2200	shimei	exam	氏名	しめい	họ tên	用紙に氏名を記入した。	Tôi đã ghi họ tên vào mẫu đơn.
2201	shimei	daily	氏名	しめい	họ tên	氏名、フルネームで書いてね。	Ghi họ tên đầy đủ nhé.
2202	shimei	business	氏名	しめい	họ tên	申込書に氏名と連絡先をご記入ください。	Xin vui lòng điền họ tên và thông tin liên lạc vào đơn đăng ký.
2203	shain	exam	社員	しゃいん	nhân viên (công ty)	彼は新入社員だ。	Anh ấy là nhân viên mới.
2204	shain	daily	社員	しゃいん	nhân viên (công ty)	社員のみんな、集まって!	Toàn bộ nhân viên tập trung lại!
