row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
1801	nobori	exam	上り	のぼり	chiều lên (vào trung tâm)	上りの電車に乗り換えた。	Tôi đã đổi sang chuyến tàu đi lên.
1802	nobori	daily	上り	のぼり	chiều lên (vào trung tâm)	上りは混んでるよね。	Chiều lên đông người nhỉ.
1803	nobori	business	上り	のぼり	chiều lên (vào trung tâm)	上り線のダイヤが変更されました。	Lịch trình tuyến chiều lên đã được thay đổi.
1804	hassha	exam	発車	はっしゃ	khởi hành (xe)	電車が発車した。	Tàu điện đã khởi hành.
1805	hassha	daily	発車	はっしゃ	khởi hành (xe)	もうすぐ発車するよ、急いで!	Sắp khởi hành rồi, nhanh lên!
1806	hassha	business	発車	はっしゃ	khởi hành (xe)	定刻通り発車いたしますのでご注意ください。	Xin lưu ý là sẽ khởi hành đúng giờ.
1807	patocar	exam	パトカー	パトカー	xe cảnh sát	パトカーがサイレンを鳴らして走った。	Xe cảnh sát đã chạy với còi hú vang.
1808	patocar	daily	パトカー	パトカー	xe cảnh sát	あそこにパトカー止まってるね。	Ở kia có xe cảnh sát đậu kìa.
1809	patocar	business	パトカー	パトカー	xe cảnh sát	事故現場にはパトカーが数台来ていました。	Có mấy chiếc xe cảnh sát đã đến hiện trường tai nạn.
1810	handle	exam	ハンドル	ハンドル	tay lái, vô lăng	ハンドルをしっかり握った。	Tôi đã nắm chắc tay lái.
1811	handle	daily	ハンドル	ハンドル	tay lái, vô lăng	ハンドル、重くない?	Tay lái không nặng à?
1812	handle	business	ハンドル	ハンドル	tay lái, vô lăng	運転中はハンドル操作にご注意ください。	Xin vui lòng chú ý thao tác tay lái khi lái xe.
1813	bin	exam	便	びん	chuyến (bay/xe)	次の便に乗ることにした。	Tôi đã quyết định đi chuyến tiếp theo.
1814	bin	daily	便	びん	chuyến (bay/xe)	何便で帰るの?	Cậu về bằng chuyến nào?
1815	bin	business	便	びん	chuyến (bay/xe)	午後便への変更を承りました。	Chúng tôi đã tiếp nhận yêu cầu đổi sang chuyến buổi chiều.
1816	brake	exam	ブレーキ	ブレーキ	phanh	急にブレーキをかけた。	Tôi đã phanh gấp.
1817	brake	daily	ブレーキ	ブレーキ	phanh	ブレーキ、効かないんだけど。	Phanh không ăn.
