row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
1621	madoguchi	exam	窓口	まどぐち	quầy giao dịch	銀行の窓口で手続きをした。	Tôi đã làm thủ tục ở quầy giao dịch ngân hàng.
1622	madoguchi	daily	窓口	まどぐち	quầy giao dịch	窓口、まだ開いてるかな。	Không biết quầy giao dịch còn mở không nhỉ.
1623	madoguchi	business	窓口	まどぐち	quầy giao dịch	お問い合わせ窓口を新たに設置いたしました。	Chúng tôi đã thiết lập thêm quầy hỗ trợ thắc mắc mới.
1624	mawari	exam	周り	まわり	xung quanh	家の周りを掃除した。	Tôi đã dọn dẹp xung quanh nhà.
1625	mawari	daily	周り	まわり	xung quanh	周りをよく見て歩いてね。	Đi đường nhớ nhìn xung quanh cẩn thận nhé.
1626	mawari	business	周り	まわり	xung quanh	建物の周りに案内表示を設置いたします。	Chúng tôi sẽ lắp đặt bảng chỉ dẫn xung quanh tòa nhà.
1627	mansion	exam	マンション	マンション	chung cư (cao cấp)	駅近くのマンションに住んでいる。	Tôi sống ở chung cư gần ga.
1628	mansion	daily	マンション	マンション	chung cư (cao cấp)	そのマンション、家賃高くない?	Chung cư đó tiền thuê không cao à?
1629	mansion	business	マンション	マンション	chung cư (cao cấp)	新築マンションの販売を開始いたしました。	Chúng tôi đã bắt đầu bán chung cư xây mới.
1630	mukai	exam	向かい	むかい	đối diện	向かいの家に新しい人が引っ越してきた。	Có người mới chuyển đến nhà đối diện.
1631	mukai	daily	向かい	むかい	đối diện	向かいの席、座っていい?	Ngồi ở chỗ đối diện được không?
1632	mukai	business	向かい	むかい	đối diện	本社は駅の向かいに位置しております。	Trụ sở chính nằm đối diện nhà ga.
1633	muki	exam	向き	むき	hướng, phù hợp	この部屋は南向きで明るい。	Phòng này hướng nam nên sáng.
1634	muki	daily	向き	むき	hướng, phù hợp	これ、初心者向きだよ。	Cái này phù hợp cho người mới bắt đầu đó.
1635	muki	business	向き	むき	hướng, phù hợp	本商品は法人向きの仕様となっております。	Sản phẩm này có thông số kỹ thuật phù hợp cho doanh nghiệp.
1636	yakusho	exam	役所	やくしょ	cơ quan hành chính	市の役所で住民票を取った。	Tôi đã lấy giấy chứng nhận cư trú ở cơ quan hành chính thành phố.
1637	yakusho	daily	役所	やくしょ	cơ quan hành chính	役所の手続き、面倒だよね。	Thủ tục ở cơ quan hành chính rắc rối thật nhỉ.
1638	yakusho	business	役所	やくしょ	cơ quan hành chính	必要書類は役所にて取得してください。	Xin vui lòng lấy các giấy tờ cần thiết tại cơ quan hành chính.
1639	yakkyoku	exam	薬局	やっきょく	hiệu thuốc	薬局で薬をもらった。	Tôi đã nhận thuốc ở hiệu thuốc.
1640	yakkyoku	daily	薬局	やっきょく	hiệu thuốc	近くに薬局ある?	Gần đây có hiệu thuốc không?
1641	yakkyoku	business	薬局	やっきょく	hiệu thuốc	処方箋は最寄りの薬局にてお渡しください。	Xin vui lòng đưa đơn thuốc tại hiệu thuốc gần nhất.
1642	yuuenchi	exam	遊園地	ゆうえんち	khu vui chơi	子供と遊園地に行った。	Tôi đã đi khu vui chơi cùng con.
1643	yuuenchi	daily	遊園地	ゆうえんち	khu vui chơi	今度、遊園地行こうよ。	Lần sau đi khu vui chơi đi.
1644	yuuenchi	business	遊園地	ゆうえんち	khu vui chơi	遊園地とのタイアップ企画を実施いたします。	Chúng tôi sẽ triển khai chương trình hợp tác với khu vui chơi.
1645	ryokan	exam	旅館	りょかん	nhà trọ kiểu Nhật	温泉旅館に泊まった。	Tôi đã ở lại nhà trọ kiểu Nhật có suối nước nóng.
1646	ryokan	daily	旅館	りょかん	nhà trọ kiểu Nhật	その旅館、料理おいしいらしいよ。	Nghe nói nhà trọ đó có món ăn ngon lắm.
1647	ryokan	business	旅館	りょかん	nhà trọ kiểu Nhật	出張の宿泊先として老舗旅館を手配いたしました。	Chúng tôi đã sắp xếp nhà trọ lâu đời làm nơi lưu trú cho chuyến công tác.
1648	lobby	exam	ロビー	ロビー	sảnh	ホテルのロビーで待っていた。	Tôi đã đợi ở sảnh khách sạn.
