row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
1441	gasstand	exam	ガソリンスタンド	ガソリンスタンド	cây xăng	車をガソリンスタンドで止めた。	Tôi đã dừng xe ở cây xăng.
1442	gasstand	daily	ガソリンスタンド	ガソリンスタンド	cây xăng	そろそろガソリンスタンド寄ろうか。	Ghé cây xăng đi thôi nhỉ.
1443	gasstand	business	ガソリンスタンド	ガソリンスタンド	cây xăng	配送車は近くのガソリンスタンドで給油いたします。	Xe giao hàng sẽ đổ xăng tại cây xăng gần đó.
1444	kanban	exam	看板	かんばん	biển hiệu	店の前に看板を出した。	Tôi đã đặt biển hiệu trước cửa hàng.
1445	kanban	daily	看板	かんばん	biển hiệu	あの看板、目立つね。	Biển hiệu kia nổi bật nhỉ.
1446	kanban	business	看板	かんばん	biển hiệu	新店舗の看板デザインを検討しております。	Chúng tôi đang xem xét thiết kế biển hiệu cho cửa hàng mới.
1447	kitsuenjo	exam	喫煙所	きつえんじょ	nơi hút thuốc	駅には喫煙所がある。	Ở ga có nơi hút thuốc.
1448	kitsuenjo	daily	喫煙所	きつえんじょ	nơi hút thuốc	喫煙所、どこにある?	Nơi hút thuốc ở đâu vậy?
1449	kitsuenjo	business	喫煙所	きつえんじょ	nơi hút thuốc	館内の喫煙所は3階に設置しております。	Nơi hút thuốc trong tòa nhà được bố trí ở tầng 3.
1450	kissaten	exam	喫茶店	きっさてん	quán cà phê	駅前の喫茶店でコーヒーを飲んだ。	Tôi đã uống cà phê ở quán cà phê trước ga.
1451	kissaten	daily	喫茶店	きっさてん	quán cà phê	あの喫茶店、雰囲気いいよね。	Quán cà phê đó có bầu không khí tốt nhỉ.
1452	kissaten	business	喫茶店	きっさてん	quán cà phê	打ち合わせは近くの喫茶店で行いましょう。	Chúng ta hãy gặp mặt ở quán cà phê gần đó nhé.
1453	ground	exam	グラウンド	グラウンド	sân (thể thao)	学校のグラウンドで練習した。	Tôi đã luyện tập ở sân trường.
1454	ground	daily	グラウンド	グラウンド	sân (thể thao)	今日、グラウンド使える?	Hôm nay dùng sân được không?
1455	ground	business	グラウンド	グラウンド	sân (thể thao)	イベントは市営グラウンドにて開催いたします。	Sự kiện sẽ được tổ chức tại sân vận động thành phố.
1456	keisatsusho	exam	警察署	けいさつしょ	đồn cảnh sát	警察署に届けを出した。	Tôi đã nộp đơn khai báo ở đồn cảnh sát.
1457	keisatsusho	daily	警察署	けいさつしょ	đồn cảnh sát	財布拾ったから警察署に届けよう。	Nhặt được ví nên đem nộp cho đồn cảnh sát thôi.
