row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
3421	fukusou	exam	服装	ふくそう	trang phục	式典にふさわしい服装で行った。	Tôi đã đi với trang phục phù hợp buổi lễ.
3422	fukusou	daily	服装	ふくそう	trang phục	今日の服装、いいね。	Trang phục hôm nay đẹp đấy.
3423	fukusou	business	服装	ふくそう	trang phục	面接時の服装についてご案内いたします。	Chúng tôi xin hướng dẫn về trang phục khi phỏng vấn.
3424	houseki	exam	宝石	ほうせき	đá quý	宝石のような瞳だ。	Đôi mắt đẹp như đá quý.
3425	houseki	daily	宝石	ほうせき	đá quý	この宝石、本物?	Đá quý này là hàng thật à?
3426	houseki	business	宝石	ほうせき	đá quý	高級宝石の展示販売会を開催いたします。	Chúng tôi sẽ tổ chức triển lãm bán đá quý cao cấp.
3427	make	exam	メーク	メークアップ	trang điểm	メークをして出かけた。	Tôi đã trang điểm rồi ra ngoài.
3428	make	daily	メーク	メークアップ	trang điểm	今日のメーク、いいね。	Trang điểm hôm nay đẹp đấy.
3429	make	business	メーク	メークアップ	trang điểm	新作メークアップ商品を発売いたします。	Chúng tôi sẽ ra mắt sản phẩm trang điểm mới.
3430	ribbon	exam	リボン	リボン	nơ	プレゼントにリボンをつけた。	Tôi đã thắt nơ vào món quà.
3431	ribbon	daily	リボン	リボン	nơ	プレゼントに赤いリボンを結んだ。	Tôi buộc một chiếc nơ đỏ vào món quà.
3432	ribbon	business	リボン	リボン	nơ	ギフト用にリボンを追加いたします。	Chúng tôi sẽ thêm nơ cho quà tặng.
3433	belt	exam	ベルト	ベルト	thắt lưng	ズボンにベルトをした。	Tôi đã đeo thắt lưng vào quần.
3434	belt	daily	ベルト	ベルト	thắt lưng	そのベルト、今日の服に合ってるね。	Chiếc thắt lưng đó hợp với bộ đồ hôm nay nhỉ.
3435	belt	business	ベルト	ベルト	thắt lưng	新作ベルトのラインナップを追加いたしました。	Chúng tôi đã thêm dòng thắt lưng mới.
3436	muffler	exam	マフラー	マフラー	khăn quàng (mùa đông)	寒いのでマフラーを巻いた。	Vì lạnh nên tôi đã quàng khăn.
3437	muffler	daily	マフラー	マフラー	khăn quàng (mùa đông)	寒いからマフラー巻いていこう。	Trời lạnh nên quàng khăn rồi đi thôi.
3438	muffler	business	マフラー	マフラー	khăn quàng (mùa đông)	冬季限定のマフラーを発売いたします。	Chúng tôi sẽ ra mắt khăn quàng chỉ bán mùa đông.
3439	eri	exam	襟	えり	cổ áo	シャツの襟を直した。	Tôi đã chỉnh lại cổ áo sơ mi.
3440	eri	daily	襟	えり	cổ áo	襟、曲がってるよ。	Cổ áo bị lệch kìa.
3441	eri	business	襟	えり	cổ áo	制服の襟デザインを一新いたしました。	Chúng tôi đã làm mới thiết kế cổ áo đồng phục.
3442	sode	exam	袖	そで	tay áo	暑いので袖をまくった。	Vì nóng nên tôi đã xắn tay áo.
3443	sode	daily	袖	そで	tay áo	袖、長すぎない?	Tay áo không dài quá à?
3444	sode	business	袖	そで	tay áo	袖丈の調整サービスを行っております。	Chúng tôi cung cấp dịch vụ chỉnh sửa độ dài tay áo.
3445	fastener	exam	ファスナー	ファスナー	khóa kéo	バッグのファスナーが壊れた。	Khóa kéo túi đã bị hỏng.
3446	fastener	daily	ファスナー	ファスナー	khóa kéo	ファスナー、閉まらないよ。	Khóa kéo không kéo lại được.
3447	fastener	business	ファスナー	ファスナー	khóa kéo	ファスナー部分の耐久性を強化いたしました。	Chúng tôi đã tăng cường độ bền phần khóa kéo.
3448	wool	exam	ウール	ウール	len (vải)	このセーターはウール製だ。	Chiếc áo len này làm từ chất liệu len.
3449	wool	daily	ウール	ウール	len (vải)	ウールのコート、暖かいね。	Áo khoác len ấm thật nhỉ.
3450	wool	business	ウール	ウール	len (vải)	高級ウール素材を使用しております。	Chúng tôi sử dụng chất liệu len cao cấp.
3451	keito	exam	毛糸	けいと	len (sợi để đan)	毛糸でマフラーを編んだ。	Tôi đã đan khăn quàng bằng len.
3452	keito	daily	毛糸	けいと	len (sợi để đan)	この毛糸、柔らかいね。	Sợi len này mềm thật nhỉ.
3453	keito	business	毛糸	けいと	len (sợi để đan)	天然毛糸を使用した商品を展開しております。	Chúng tôi đang triển khai sản phẩm sử dụng len tự nhiên.
3454	cotton	exam	コットン	コットン	bông (vải)	コットンのシャツを買った。	Tôi đã mua áo sơ mi vải bông.
3455	cotton	daily	コットン	コットン	bông (vải)	このコットン、肌触りいいね。	Bông này chạm vào dễ chịu nhỉ.
3456	cotton	business	コットン	コットン	bông (vải)	オーガニックコットンを使用しております。	Chúng tôi sử dụng bông hữu cơ.
3457	silk	exam	シルク	シルク	lụa	シルクのスカーフをもらった。	Tôi đã được tặng khăn lụa.
3458	silk	daily	シルク	シルク	lụa	このシルク、光沢がすごいね。	Lụa này bóng đẹp ghê.
3459	silk	business	シルク	シルク	lụa	高級シルク素材を使用した商品です。	Đây là sản phẩm sử dụng chất liệu lụa cao cấp.
3460	waist	exam	ウエスト	ウエスト	vòng eo	ウエストを測った。	Tôi đã đo vòng eo.
3461	waist	daily	ウエスト	ウエスト	vòng eo	ウエスト、細くなったね。	Vòng eo nhỏ lại rồi nhỉ.
3462	waist	business	ウエスト	ウエスト	vòng eo	ウエストサイズ別に商品をご用意しております。	Chúng tôi có chuẩn bị sản phẩm theo từng kích cỡ vòng eo.
3463	bust	exam	バスト	バスト	vòng ngực	バストのサイズを測った。	Tôi đã đo kích cỡ vòng ngực.
3464	bust	daily	バスト	バスト	vòng ngực	バストサイズ、合ってる?	Kích cỡ vòng ngực có vừa không?
3465	bust	business	バスト	バスト	vòng ngực	バストサイズに応じたラインナップをご用意しております。	Chúng tôi có chuẩn bị dòng sản phẩm theo kích cỡ vòng ngực.
3466	hip	exam	ヒップ	ヒップ	vòng mông	ヒップのラインが気になる。	Tôi để ý đến đường nét vòng mông.
3467	hip	daily	ヒップ	ヒップ	vòng mông	このパンツ、ヒップにフィットするね。	Cái quần này ôm vòng mông vừa vặn nhỉ.
3468	hip	business	ヒップ	ヒップ	vòng mông	ヒップサイズを考慮した設計となっております。	Đây là thiết kế có cân nhắc kích cỡ vòng mông.
3469	kagu	exam	家具	かぐ	đồ gia dụng, nội thất	引っ越しに合わせて家具をそろえた。	Tôi đã sắm đồ nội thất nhân dịp chuyển nhà.
3470	kagu	daily	家具	かぐ	đồ gia dụng, nội thất	この家具、素敵だね。	Món nội thất này đẹp thật nhỉ.
3471	kagu	business	家具	かぐ	đồ gia dụng, nội thất	オフィス家具の入れ替えを実施いたします。	Chúng tôi sẽ thay thế nội thất văn phòng.
3472	garage	exam	ガレージ	ガレージ	gara	車をガレージに入れた。	Tôi đã đưa xe vào gara.
3473	garage	daily	ガレージ	ガレージ	gara	ガレージ、片付けなきゃ。	Phải dọn dẹp gara thôi.
3474	garage	business	ガレージ	ガレージ	gara	社用車はガレージにて保管しております。	Xe công ty được bảo quản trong gara.
3475	juutaku	exam	住宅	じゅうたく	nhà ở	新しい住宅を購入した。	Tôi đã mua nhà mới.
3476	juutaku	daily	住宅	じゅうたく	nhà ở	この住宅、広いね。	Ngôi nhà này rộng nhỉ.
