row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
4681	mezasu	exam	目指す	めざす	nhắm đến, hướng tới	医者を目指している。	Đang hướng đến trở thành bác sĩ.
4682	mezasu	daily	目指す	めざす	nhắm đến, hướng tới	頂上を目指した。	Đã nhắm đến đỉnh núi.
4683	mezasu	business	目指す	めざす	nhắm đến, hướng tới	業界トップを目指す方針だ。	Đây là phương châm nhắm đến vị trí hàng đầu ngành.
4684	medatsu	exam	目立つ	めだつ	nổi bật	彼の服装は目立った。	Trang phục của anh ấy rất nổi bật.
4685	medatsu	daily	目立つ	めだつ	nổi bật	最近ミスが目立ってきた。	Gần đây lỗi sai xuất hiện nổi bật hơn.
4686	medatsu	business	目立つ	めだつ	nổi bật	このデザインは目立つ色を使っている。	Thiết kế này sử dụng màu sắc nổi bật.
4687	moushikomu	exam	申し込む	もうしこむ	đăng ký, xin đăng ký	講座に申し込んだ。	Đã đăng ký khóa học.
4688	moushikomu	daily	申し込む	もうしこむ	đăng ký, xin đăng ký	セミナーに申し込んでおいた。	Đã đăng ký hội thảo trước rồi.
4689	moushikomu	business	申し込む	もうしこむ	đăng ký, xin đăng ký	来週までに参加を申し込む必要がある。	Cần đăng ký tham gia trước tuần sau.
4690	modosu2	exam	戻す	もどす	trả lại, đưa về (vị trí cũ)	本を棚に戻した。	Đã trả sách về giá.
4691	modosu2	daily	戻す	もどす	trả lại, đưa về (vị trí cũ)	椅子を元の位置に戻しておいた。	Đã đặt ghế về vị trí cũ trước.
4692	modosu2	business	戻す	もどす	trả lại, đưa về (vị trí cũ)	設定を初期値に戻す必要がある。	Cần đưa cài đặt về giá trị mặc định.
4693	moyasu	exam	燃やす	もやす	đốt	落ち葉を燃やした。	Đã đốt lá rụng.
4694	moyasu	daily	燃やす	もやす	đốt	ゴミを燃やしてはいけない。	Không được đốt rác.
4695	moyasu	business	燃やす	もやす	đốt	情熱を燃やす人を応援する。	Cổ vũ những người đang cháy hết mình vì đam mê.
4696	yakusu	exam	訳す	やくす	dịch (ngôn ngữ)	英語を日本語に訳した。	Đã dịch tiếng Anh sang tiếng Nhật.
4697	yakusu	daily	訳す	やくす	dịch (ngôn ngữ)	この文章を訳してもらえますか。	Bạn có thể dịch giúp đoạn văn này không?
4698	yakusu	business	訳す	やくす	dịch (ngôn ngữ)	契約書を正確に訳す必要がある。	Cần dịch hợp đồng một cách chính xác.
4699	yakunitatsu	exam	役に立つ	やくにたつ	có ích, hữu ích	この本はとても役に立った。	Cuốn sách này rất hữu ích.
4700	yakunitatsu	daily	役に立つ	やくにたつ	có ích, hữu ích	その情報が役に立っている。	Thông tin đó đang có ích.
4701	yakunitatsu	business	役に立つ	やくにたつ	có ích, hữu ích	この資料は新人教育の役に立つはずです。	Tài liệu này hẳn sẽ hữu ích cho việc đào tạo nhân viên mới.
4702	yasumeru	exam	休める	やすめる	cho nghỉ ngơi	少し体を休めた。	Đã cho cơ thể nghỉ ngơi một chút.
4703	yasumeru	daily	休める	やすめる	cho nghỉ ngơi	目を休めてから作業を続けた。	Cho mắt nghỉ ngơi rồi tiếp tục làm việc.
4704	yasumeru	business	休める	やすめる	cho nghỉ ngơi	週末はゆっくり心身を休める予定だ。	Cuối tuần dự định để tâm hồn và cơ thể nghỉ ngơi thoải mái.
4705	yatou	exam	雇う	やとう	thuê, tuyển dụng	新しい社員を雇った。	Đã tuyển nhân viên mới.
4706	yatou	daily	雇う	やとう	thuê, tuyển dụng	アルバイトを雇っている。	Đang thuê nhân viên làm thêm.
4707	yatou	business	雇う	やとう	thuê, tuyển dụng	来月から人を雇う予定だ。	Dự định thuê người từ tháng sau.
4708	yabureru	exam	破れる	やぶれる	rách, bị xé	ズボンが破れてしまった。	Quần bị rách mất rồi.
4709	yabureru	daily	破れる	やぶれる	rách, bị xé	紙が破れた。	Giấy đã bị rách.
4710	yabureru	business	破れる	やぶれる	rách, bị xé	商品の包装が破れております。	Bao bì sản phẩm đang bị rách.
4711	yuzuru	exam	譲る	ゆずる	nhường, chuyển giao	席をお年寄りに譲った。	Đã nhường ghế cho người già.
4712	yuzuru	daily	譲る	ゆずる	nhường, chuyển giao	自分の意見を譲らなかった。	Đã không nhượng bộ ý kiến của mình.
4713	yuzuru	business	譲る	ゆずる	nhường, chuyển giao	事業を息子に譲る計画だ。	Đây là kế hoạch chuyển giao công việc kinh doanh cho con trai.
4714	yuderu	exam	ゆでる	ゆでる	luộc	卵をゆでた。	Đã luộc trứng.
4715	yuderu	daily	ゆでる	ゆでる	luộc	パスタをゆでて食べる。	Luộc mì Ý rồi ăn.
4716	yuderu	business	ゆでる	ゆでる	luộc	野菜をさっとゆでる調理法だ。	Đây là cách nấu luộc sơ rau củ.
4717	yurusu	exam	許す	ゆるす	tha thứ, cho phép	彼を許した。	Đã tha thứ cho anh ấy.
4718	yurusu	daily	許す	ゆるす	tha thứ, cho phép	時間が許せば行きたい。	Nếu thời gian cho phép thì tôi muốn đi.
4719	yurusu	business	許す	ゆるす	tha thứ, cho phép	この行為は決して許すべきではない。	Hành vi này tuyệt đối không nên tha thứ.
4720	yureru	exam	揺れる	ゆれる	rung, lắc, lay động	電車が大きく揺れた。	Tàu điện đã rung lắc mạnh.
4721	yureru	daily	揺れる	ゆれる	rung, lắc, lay động	木の枝が風で揺れている。	Cành cây đang lay động vì gió.
4722	yureru	business	揺れる	ゆれる	rung, lắc, lay động	地震で建物が揺れる恐れがある。	Có nguy cơ tòa nhà rung lắc do động đất.
