row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
3241	jisa	exam	時差	じさ	múi giờ chênh lệch	日本とアメリカには時差がある。	Nhật Bản và Mỹ có múi giờ chênh lệch.
3242	jisa	daily	時差	じさ	múi giờ chênh lệch	時差ぼけで眠いよ。	Buồn ngủ vì lệch múi giờ.
3243	jisa	business	時差	じさ	múi giờ chênh lệch	時差を考慮して会議時間を調整いたします。	Chúng tôi sẽ điều chỉnh giờ họp có cân nhắc múi giờ chênh lệch.
3244	shuu_b24	exam	週	しゅう	tuần	来週の予定を確認した。	Tôi đã kiểm tra lịch trình tuần sau.
3245	shuu_b24	daily	週	しゅう	tuần	今週、忙しかったね。	Tuần này bận rộn nhỉ.
3246	shuu_b24	business	週	しゅう	tuần	週ごとの進捗を報告いたします。	Tôi sẽ báo cáo tiến độ theo từng tuần.
3247	shuumatsu	exam	週末	しゅうまつ	cuối tuần	週末は家族と過ごす。	Cuối tuần tôi ở bên gia đình.
3248	shuumatsu	daily	週末	しゅうまつ	cuối tuần	週末、何する?	Cuối tuần cậu làm gì?
3249	shuumatsu	business	週末	しゅうまつ	cuối tuần	週末の営業時間についてご案内いたします。	Chúng tôi xin thông báo giờ hoạt động vào cuối tuần.
3250	shuuryou	exam	終了	しゅうりょう	kết thúc	授業が終了した。	Giờ học đã kết thúc.
3251	shuuryou	daily	終了	しゅうりょう	kết thúc	もう終了したの?	Kết thúc rồi à?
3252	shuuryou	business	終了	しゅうりょう	kết thúc	本セールは今月末をもって終了いたします。	Chương trình khuyến mãi này sẽ kết thúc vào cuối tháng.
3253	shougo	exam	正午	しょうご	giữa trưa	正午にランチに行った。	Tôi đã đi ăn trưa vào giữa trưa.
3254	shougo	daily	正午	しょうご	giữa trưa	もう正午だよ、お腹すいた。	Đã giữa trưa rồi, đói bụng quá.
3255	shougo	business	正午	しょうご	giữa trưa	受付は正午まで対応しております。	Chúng tôi tiếp nhận đến giữa trưa.
3256	joujun	exam	上旬	じょうじゅん	thượng tuần (đầu tháng)	来月上旬に旅行する。	Tôi sẽ đi du lịch vào đầu tháng sau.
3257	joujun	daily	上旬	じょうじゅん	thượng tuần (đầu tháng)	今月上旬、忙しかったな。	Đầu tháng này bận rộn thật đấy.
3258	joujun	business	上旬	じょうじゅん	thượng tuần (đầu tháng)	納品は来月上旬を予定しております。	Dự kiến giao hàng vào đầu tháng sau.
3259	shinnen	exam	新年	しんねん	năm mới	新年を家族で祝った。	Tôi đã đón năm mới cùng gia đình.
3260	shinnen	daily	新年	しんねん	năm mới	新年、おめでとう!	Chúc mừng năm mới!
3261	shinnen	business	新年	しんねん	năm mới	新年のご挨拶を申し上げます。	Chúng tôi xin gửi lời chào mừng năm mới.
3262	shinya	exam	深夜	しんや	nửa đêm, khuya	深夜まで仕事をした。	Tôi đã làm việc đến khuya.
3263	shinya	daily	深夜	しんや	nửa đêm, khuya	深夜に電話してごめんね。	Xin lỗi vì gọi điện lúc khuya.
3264	shinya	business	深夜	しんや	nửa đêm, khuya	深夜の対応が必要な場合はご連絡ください。	Nếu cần hỗ trợ vào ban đêm, xin vui lòng liên hệ.
3265	start	exam	スタート	スタート	bắt đầu	レースがスタートした。	Cuộc đua đã bắt đầu.
3266	start	daily	スタート	スタート	bắt đầu	もうスタートしてる?	Bắt đầu rồi à?
3267	start	business	スタート	スタート	bắt đầu	新プロジェクトが来月スタートいたします。	Dự án mới sẽ bắt đầu vào tháng sau.
3268	senjitsu	exam	先日	せんじつ	hôm trước	先日、彼に会った。	Hôm trước tôi đã gặp anh ấy.
3269	senjitsu	daily	先日	せんじつ	hôm trước	先日はありがとう。	Cảm ơn hôm trước nhé.
3270	senjitsu	business	先日	せんじつ	hôm trước	先日はお時間をいただきありがとうございました。	Cảm ơn quý vị đã dành thời gian hôm trước.
3271	zenhan	exam	前半	ぜんはん	nửa đầu	試合の前半は互角だった。	Nửa đầu trận đấu cân bằng.
3272	zenhan	daily	前半	ぜんはん	nửa đầu	前半、良かったね。	Nửa đầu tốt thật nhỉ.
3273	zenhan	business	前半	ぜんはん	nửa đầu	今年度前半の業績をご報告いたします。	Tôi xin báo cáo kết quả kinh doanh nửa đầu năm nay.
3274	chikoku	exam	遅刻	ちこく	đi muộn	電車が遅れて遅刻した。	Vì tàu điện trễ nên tôi đã đi muộn.
3275	chikoku	daily	遅刻	ちこく	đi muộn	また遅刻したの?	Lại đi muộn nữa à?
3276	chikoku	business	遅刻	ちこく	đi muộn	遅刻される場合は事前にご連絡ください。	Nếu đến muộn, xin vui lòng liên hệ trước.
3277	chuujun	exam	中旬	ちゅうじゅん	trung tuần (giữa tháng)	今月中旬に引っ越す。	Tôi sẽ chuyển nhà vào giữa tháng này.
3278	chuujun	daily	中旬	ちゅうじゅん	trung tuần (giữa tháng)	来月中旬、都合いい?	Giữa tháng sau cậu tiện không?
3279	chuujun	business	中旬	ちゅうじゅん	trung tuần (giữa tháng)	中旬までにご回答をお願いいたします。	Xin vui lòng trả lời trước giữa tháng.
