row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
0901	twin	exam	ツイン	ツイン	phòng đôi	ツインの部屋を予約した。	Tôi đã đặt phòng đôi (twin).
0902	twin	daily	ツイン	ツイン	phòng đôi	ツインとダブル、どっちにする?	Chọn phòng twin hay phòng đôi (double)?
0903	twin	business	ツイン	ツイン	phòng đôi	ツインルームを3室ご手配可能です。	Chúng tôi có thể sắp xếp 3 phòng twin.
0904	tsuukin	exam	通勤	つうきん	đi làm	電車で通勤している。	Tôi đi làm bằng tàu điện.
0905	tsuukin	daily	通勤	つうきん	đi làm	通勤、大変じゃない?	Đi làm có vất vả không?
0906	tsuukin	business	通勤	つうきん	đi làm	在宅勤務のため通勤時間が減りました。	Nhờ làm việc tại nhà nên thời gian đi làm đã giảm.
0907	tsuuchi	exam	通知	つうち	thông báo	学校から欠席の通知が来た。	Trường đã gửi thông báo về việc nghỉ học.
0908	tsuuchi	daily	通知	つうち	thông báo	スマホに通知が来たよ、見て。	Có thông báo tới điện thoại kìa, xem đi.
0909	tsuuchi	business	通知	つうち	thông báo	結果は来週メールにて通知いたします。	Kết quả sẽ được thông báo qua email vào tuần sau.
0910	tsuuwa	exam	通話	つうわ	gọi điện	友達と1時間も通話した。	Tôi đã gọi điện với bạn suốt 1 tiếng đồng hồ.
0911	tsuuwa	daily	通話	つうわ	gọi điện	通話中だから、後でかけ直すね。	Đang bận điện thoại nên lát nữa gọi lại nhé.
0912	tsuuwa	business	通話	つうわ	gọi điện	通話内容は品質向上のため録音される場合がございます。	Nội dung cuộc gọi có thể được ghi âm để nâng cao chất lượng.
0913	tsugou	exam	都合	つごう	tiện	明日の午後は都合が悪い。	Chiều mai tôi không tiện.
0914	tsugou	daily	都合	つごう	tiện	今週、都合いい日ある?	Tuần này có ngày nào cậu tiện không?
0915	tsugou	business	都合	つごう	tiện	ご都合のよろしい日時をお知らせください。	Xin cho biết ngày giờ tiện lợi của quý khách.
0916	tsuzuki	exam	続き	つづき	tiếp theo	この話の続きが気になる。	Tôi tò mò về phần tiếp theo của câu chuyện này.
0917	tsuzuki	daily	続き	つづき	tiếp theo	続きはまた明日ね。	Phần tiếp theo để mai nhé.
0918	tsuzuki	business	続き	つづき	tiếp theo	続きの手続きは担当者よりご案内いたします。	Thủ tục tiếp theo sẽ được người phụ trách hướng dẫn.
0919	tsutome	exam	勤め	つとめ	công việc	毎朝9時に勤めに出る。	Mỗi sáng 9 giờ tôi đi làm.
0920	tsutome	daily	勤め	つとめ	công việc	勤めはどう、慣れた?	Công việc thế nào, quen chưa?
0921	tsutome	business	勤め	つとめ	công việc	長年の勤めを終え、来月退職いたします。	Sau nhiều năm làm việc, tôi sẽ nghỉ hưu vào tháng sau.
0922	teiin	exam	定員	ていいん	sức chứa	このバスの定員は40人です。	Sức chứa của xe buýt này là 40 người.
0923	teiin	daily	定員	ていいん	sức chứa	このエレベーター、定員何人だっけ?	Thang máy này sức chứa bao nhiêu người nhỉ?
0924	teiin	business	定員	ていいん	sức chứa	会場の定員を超えないようご注意ください。	Xin lưu ý không vượt quá sức chứa của hội trường.
0925	teika	exam	低下	ていか	giảm	最近、視力が低下してきた。	Gần đây thị lực của tôi đã giảm sút.
0926	teika	daily	低下	ていか	giảm	なんか集中力が低下してる気がする。	Cảm giác như khả năng tập trung đang giảm ấy.
0927	teika	business	低下	ていか	giảm	売上の低下が続いており、対策が必要です。	Doanh thu tiếp tục giảm nên cần có biện pháp.
