row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
4861	gutaiteki	exam	具体的	ぐたいてき	cụ thể	説明が具体的だ。	Phần giải thích cụ thể.
4862	gutaiteki	daily	具体的	ぐたいてき	cụ thể	具体的な例を挙げた。	Đã đưa ra ví dụ cụ thể.
4863	gutaiteki	business	具体的	ぐたいてき	cụ thể	計画を具体的に説明します。	Tôi sẽ giải thích kế hoạch một cách cụ thể.
4864	keizaiteki	exam	経済的	けいざいてき	kinh tế, tiết kiệm	この方法は経済的だ。	Phương pháp này tiết kiệm.
4865	keizaiteki	daily	経済的	けいざいてき	kinh tế, tiết kiệm	経済的な理由で断念した。	Đã từ bỏ vì lý do kinh tế.
4866	keizaiteki	business	経済的	けいざいてき	kinh tế, tiết kiệm	経済的に自立することを目指す。	Hướng tới việc tự lập về kinh tế.
4867	koufuku	exam	幸福	こうふく	hạnh phúc	家族は幸福だ。	Gia đình hạnh phúc.
4868	koufuku	daily	幸福	こうふく	hạnh phúc	幸福な人生を送りたい。	Muốn sống một cuộc đời hạnh phúc.
4869	koufuku	business	幸福	こうふく	hạnh phúc	社員の幸福度を重視する。	Coi trọng mức độ hạnh phúc của nhân viên.
4870	kokusaiteki	exam	国際的	こくさいてき	quốc tế	この賞は国際的だ。	Giải thưởng này mang tính quốc tế.
4871	kokusaiteki	daily	国際的	こくさいてき	quốc tế	国際的な視野を持ちたい。	Muốn có tầm nhìn quốc tế.
4872	kokusaiteki	business	国際的	こくさいてき	quốc tế	事業を国際的に展開する。	Triển khai kinh doanh trên quy mô quốc tế.
4873	sakan	exam	盛ん	さかん	phát triển, thịnh hành, sôi nổi	この町では観光業が盛んだ。	Ở thành phố này ngành du lịch rất phát triển.
4874	sakan	daily	盛ん	さかん	phát triển, thịnh hành, sôi nổi	盛んな議論が交わされた。	Đã diễn ra cuộc tranh luận sôi nổi.
4875	sakan	business	盛ん	さかん	phát triển, thịnh hành, sôi nổi	貿易が盛んに行われている。	Việc buôn bán diễn ra sôi động.
