row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
3601	cream	exam	クリーム	クリーム	kem (dùng cho bánh)	ケーキにクリームを塗った。	Tôi đã phết kem lên bánh.
3602	cream	daily	クリーム	クリーム	kem (dùng cho bánh)	このクリーム、甘すぎない?	Kem này không ngọt quá à?
3603	cream	business	クリーム	クリーム	kem (dùng cho bánh)	低糖質クリームを使用した商品を開発いたしました。	Chúng tôi đã phát triển sản phẩm sử dụng kem ít đường.
3604	koori	exam	氷	こおり	đá	飲み物に氷を入れた。	Tôi đã cho đá vào đồ uống.
3605	koori	daily	氷	こおり	đá	氷、溶けちゃったよ。	Đá tan mất rồi.
3606	koori	business	氷	こおり	đá	衛生管理された氷を使用しております。	Chúng tôi sử dụng đá được quản lý vệ sinh.
3607	toriniku	exam	とり肉	とりにく	thịt gà	とり肉を焼いて食べた。	Tôi đã nướng thịt gà để ăn.
3608	toriniku	daily	とり肉	とりにく	thịt gà	このとり肉、弱火で煮たからすごく柔らかい。	Thịt gà này được ninh lửa nhỏ nên rất mềm.
3609	toriniku	business	とり肉	とりにく	thịt gà	国産とり肉を使用したメニューをご提供しております。	Chúng tôi cung cấp thực đơn sử dụng thịt gà nội địa.
3610	donburi	exam	丼	どんぶり	bát tô (cơm)	丼にご飯を盛った。	Tôi đã múc cơm vào bát tô.
3611	donburi	daily	丼	どんぶり	bát tô (cơm)	この丼、大盛りだね。	Bát tô này phần to thật nhỉ.
3612	donburi	business	丼	どんぶり	bát tô (cơm)	新メニューとして丼物を追加いたします。	Chúng tôi sẽ thêm món cơm tô vào thực đơn mới.
3613	pasta	exam	パスタ	パスタ	mì Ý	トマトソースのパスタを作った。	Tôi đã làm mì Ý sốt cà chua.
3614	pasta	daily	パスタ	パスタ	mì Ý	今日は家でパスタを作ってみた。	Hôm nay tôi thử làm mì Ý ở nhà.
3615	pasta	business	パスタ	パスタ	mì Ý	新作パスタをメニューに追加いたします。	Chúng tôi sẽ thêm mì Ý mới vào thực đơn.
3616	binzume	exam	瓶詰	びんづめ	đóng chai	瓶詰のジャムを買った。	Tôi đã mua mứt đóng chai.
3617	binzume	daily	瓶詰	びんづめ	đóng chai	瓶詰、開けにくいね。	Đồ đóng chai khó mở thật nhỉ.
3618	binzume	business	瓶詰	びんづめ	đóng chai	瓶詰商品のラインナップを拡充いたしました。	Chúng tôi đã mở rộng dòng sản phẩm đóng chai.
3619	fruit	exam	フルーツ	フルーツ	trái cây	朝食にフルーツを食べた。	Tôi đã ăn trái cây vào bữa sáng.
3620	fruit	daily	フルーツ	フルーツ	trái cây	このフルーツ、甘いね。	Trái cây này ngọt thật nhỉ.
3621	fruit	business	フルーツ	フルーツ	trái cây	国産フルーツを使用したデザートを開発しております。	Chúng tôi đang phát triển món tráng miệng sử dụng trái cây nội địa.
3622	pork	exam	ポーク	ポーク	thịt heo	ポークソテーを注文した。	Tôi đã gọi món thịt heo áp chảo.
3623	pork	daily	ポーク	ポーク	thịt heo	このポーク、箸で切れるくらい柔らかいね。	Thịt heo này mềm đến mức dùng đũa cũng cắt được nhỉ.
3624	pork	business	ポーク	ポーク	thịt heo	当店ではポークを低温でじっくり調理しています。	Tại cửa hàng chúng tôi, thịt heo được nấu chậm ở nhiệt độ thấp.
3625	mame	exam	豆	まめ	đậu	豆を煮て食べた。	Tôi đã ninh đậu để ăn.
3626	mame	daily	豆	まめ	đậu	この豆、煮るとほくほくするね。	Loại đậu này nấu lên bùi nhỉ.
3627	mame	business	豆	まめ	đậu	国産大豆を使用した商品を開発しております。	Chúng tôi đang phát triển sản phẩm sử dụng đậu nành nội địa.
3628	mochi	exam	餅	もち	bánh mochi	正月に餅を食べる。	Vào dịp Tết tôi ăn bánh mochi.
3629	mochi	daily	餅	もち	bánh mochi	この餅、伸びるね。	Bánh mochi này dai thật nhỉ.
3630	mochi	business	餅	もち	bánh mochi	手作りの餅を販売いたします。	Chúng tôi sẽ bán bánh mochi làm thủ công.
3631	rice2	exam	ライス	ライス	cơm	カレーにライスを添えた。	Tôi đã ăn kèm cơm với cà ri.
3632	rice2	daily	ライス	ライス	cơm	ライス、大盛りにできる?	Cơm có thể làm phần to hơn không?
3633	rice2	business	ライス	ライス	cơm	ライスの量を選べるメニューをご用意しております。	Chúng tôi có chuẩn bị thực đơn có thể chọn lượng cơm.
3634	wine	exam	ワイン	ワイン	rượu vang	食事にワインを合わせた。	Tôi đã kết hợp rượu vang với bữa ăn.
3635	wine	daily	ワイン	ワイン	rượu vang	このワイン、香りがすごくいいね。	Rượu vang này có mùi thơm rất dễ chịu nhỉ.
3636	wine	business	ワイン	ワイン	rượu vang	高級ワインの取り扱いを開始いたしました。	Chúng tôi đã bắt đầu kinh doanh rượu vang cao cấp.
3637	gochisou	exam	ごちそう	ごちそう	tiệc, bữa ăn thịnh soạn	誕生日にごちそうを作った。	Tôi đã làm tiệc thịnh soạn cho sinh nhật.
3638	gochisou	daily	ごちそう	ごちそう	tiệc, bữa ăn thịnh soạn	ごちそうさまでした!	Cảm ơn vì bữa ăn ngon!
3639	gochisou	business	ごちそう	ごちそう	tiệc, bữa ăn thịnh soạn	取引先からごちそうしていただきました。	Chúng tôi được đối tác mời một bữa tiệc thịnh soạn.
3640	shokuhin	exam	食品	しょくひん	thực phẩm	健康的な食品を選んでいる。	Tôi chọn thực phẩm tốt cho sức khỏe.
