row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
3061	taiyou	exam	太陽	たいよう	mặt trời	太陽が眩しい。	Mặt trời chói mắt.
3062	taiyou	daily	太陽	たいよう	mặt trời	今日、太陽出てないね。	Hôm nay không thấy mặt trời nhỉ.
3063	taiyou	business	太陽	たいよう	mặt trời	太陽光発電システムを導入いたしました。	Chúng tôi đã triển khai hệ thống điện mặt trời.
3064	tairiku	exam	大陸	たいりく	châu lục	アフリカ大陸を旅した。	Tôi đã du lịch qua châu lục Châu Phi.
3065	tairiku	daily	大陸	たいりく	châu lục	どの大陸に行ってみたい?	Cậu muốn đi châu lục nào?
3066	tairiku	business	大陸	たいりく	châu lục	南米大陸への事業展開を検討しております。	Chúng tôi đang xem xét mở rộng kinh doanh sang châu lục Nam Mỹ.
3067	tane	exam	種	たね	hạt giống	花の種をまいた。	Tôi đã gieo hạt giống hoa.
3068	tane	daily	種	たね	hạt giống	この種、何の花になるの?	Hạt giống này sẽ nở thành hoa gì vậy?
3069	tane	business	種	たね	hạt giống	新品種の種を試験栽培しております。	Chúng tôi đang trồng thử nghiệm hạt giống giống mới.
3070	dansui	exam	断水	だんすい	mất nước	工事のため断水になった。	Vì thi công nên bị mất nước.
3071	dansui	daily	断水	だんすい	mất nước	今日、断水するらしいよ。	Nghe nói hôm nay bị mất nước đấy.
3072	dansui	business	断水	だんすい	mất nước	断水のお知らせを掲示板に貼りました。	Chúng tôi đã dán thông báo mất nước lên bảng thông báo.
3073	tanbo	exam	田んぼ	たんぼ	ruộng lúa	田んぼで米を作っている。	Tôi trồng lúa ở ruộng lúa.
3074	tanbo	daily	田んぼ	たんぼ	ruộng lúa	田んぼに水が入ると、景色がきれいだね。	Khi ruộng lúa có nước, phong cảnh đẹp nhỉ.
3075	tanbo	business	田んぼ	たんぼ	ruộng lúa	田んぼを活用した観光事業を計画しております。	Chúng tôi đang lên kế hoạch kinh doanh du lịch tận dụng ruộng lúa.
3076	chikyuu	exam	地球	ちきゅう	trái đất	地球は丸い。	Trái đất tròn.
3077	chikyuu	daily	地球	ちきゅう	trái đất	地球にやさしい生活しようよ。	Sống thân thiện với trái đất đi.
3078	chikyuu	business	地球	ちきゅう	trái đất	地球環境に配慮した経営を目指しております。	Chúng tôi hướng đến kinh doanh quan tâm đến môi trường trái đất.
3079	chuuihou	exam	注意報	ちゅういほう	cảnh báo	大雪注意報が発表された。	Cảnh báo tuyết lớn đã được công bố.
3080	chuuihou	daily	注意報	ちゅういほう	cảnh báo	注意報、出てるね。気をつけて。	Có cảnh báo rồi đấy. Cẩn thận nhé.
3081	chuuihou	business	注意報	ちゅういほう	cảnh báo	注意報発令時の対応手順を確認しております。	Chúng tôi đang kiểm tra quy trình ứng phó khi có cảnh báo.
3082	tsuchi	exam	土	つち	đất	土を耕して野菜を植えた。	Tôi đã cày đất rồi trồng rau.
3083	tsuchi	daily	土	つち	đất	靴に土がついてるよ。	Đất dính vào giày cậu kìa.
3084	tsuchi	business	土	つち	đất	土壌の状態を分析し栽培計画を立てております。	Chúng tôi đang phân tích tình trạng đất để lập kế hoạch canh tác.
3085	tsunami	exam	津波	つなみ	sóng thần	地震の後、津波が来た。	Sau động đất, sóng thần đã ập đến.
3086	tsunami	daily	津波	つなみ	sóng thần	津波警報、出てるよ。	Có cảnh báo sóng thần rồi đấy.
3087	tsunami	business	津波	つなみ	sóng thần	津波避難訓練を定期的に実施しております。	Chúng tôi tổ chức diễn tập sơ tán sóng thần định kỳ.
3088	tsuyu	exam	梅雨	つゆ	mùa mưa	梅雨は雨が多い。	Mùa mưa có nhiều mưa.
3089	tsuyu	daily	梅雨	つゆ	mùa mưa	そろそろ梅雨だね。	Sắp đến mùa mưa rồi nhỉ.
3090	tsuyu	business	梅雨	つゆ	mùa mưa	梅雨時期の湿気対策商品を発売いたします。	Chúng tôi sẽ bán sản phẩm chống ẩm cho mùa mưa.
3091	teiden	exam	停電	ていでん	mất điện	台風で停電した。	Vì bão nên bị mất điện.
3092	teiden	daily	停電	ていでん	mất điện	停電、いつ直るの?	Khi nào thì có điện lại vậy?
3093	teiden	business	停電	ていでん	mất điện	停電時の対応マニュアルを整備しております。	Chúng tôi đang hoàn thiện sổ tay ứng phó khi mất điện.
3094	densen	exam	電線	でんせん	dây điện	電線に鳥がとまっている。	Có con chim đậu trên dây điện.
3095	densen	daily	電線	でんせん	dây điện	電線、切れかけてるよ。	Dây điện sắp đứt rồi kìa.
3096	densen	business	電線	でんせん	dây điện	電線の点検作業を実施いたします。	Chúng tôi sẽ thực hiện công việc kiểm tra dây điện.
3097	doro	exam	泥	どろ	bùn	雨で靴が泥だらけになった。	Giày bị dính đầy bùn vì mưa.
3098	doro	daily	泥	どろ	bùn	泥、ついちゃったよ。	Bị dính bùn rồi đấy.
3099	doro	business	泥	どろ	bùn	作業員の靴には泥が付着しておりました。	Giày của công nhân đã dính bùn.
3100	nami	exam	波	なみ	sóng	海の波が高い。	Sóng biển cao.
3101	nami	daily	波	なみ	sóng	波、大きいね。	Sóng lớn thật nhỉ.
3102	nami	business	波	なみ	sóng	波の高さに関する注意報が出ております。	Đã có cảnh báo liên quan đến độ cao sóng.
3103	nisankatanso	exam	二酸化炭素	にさんかたんそ	khí CO2	二酸化炭素の排出を減らす。	Giảm lượng khí thải CO2.
3104	nisankatanso	daily	二酸化炭素	にさんかたんそ	khí CO2	二酸化炭素って地球温暖化の原因なんだって。	Nghe nói CO2 là nguyên nhân gây nóng lên toàn cầu đấy.
3105	nisankatanso	business	二酸化炭素	にさんかたんそ	khí CO2	二酸化炭素排出量の削減目標を設定いたしました。	Chúng tôi đã đặt mục tiêu giảm lượng khí thải CO2.
3106	ne	exam	根	ね	rễ	木の根が深く張っている。	Rễ cây ăn sâu vào lòng đất.
3107	ne	daily	根	ね	rễ	この植物、根が出てきたよ。	Loài thực vật này đã mọc rễ rồi.
3108	ne	business	根	ね	rễ	根本的な原因を分析しております。	Chúng tôi đang phân tích nguyên nhân gốc rễ.
3109	hatake	exam	畑	はたけ	cánh đồng	畑で野菜を育てている。	Tôi đang trồng rau ở cánh đồng.
3110	hatake	daily	畑	はたけ	cánh đồng	この畑、広いね。	Cánh đồng này rộng nhỉ.
3111	hatake	business	畑	はたけ	cánh đồng	自社畑で栽培した野菜を使用しております。	Chúng tôi sử dụng rau trồng tại cánh đồng của công ty.
3112	hantou	exam	半島	はんとう	bán đảo	伊豆半島を旅行した。	Tôi đã du lịch bán đảo Izu.
3113	hantou	daily	半島	はんとう	bán đảo	あの半島、景色きれいだよ。	Cảnh quan bán đảo đó đẹp lắm.
3114	hantou	business	半島	はんとう	bán đảo	半島地域での事業拡大を計画しております。	Chúng tôi đang lên kế hoạch mở rộng kinh doanh ở khu vực bán đảo.
3115	hinan	exam	避難	ひなん	lánh nạn	地震で避難した。	Chúng tôi đã đi lánh nạn vì động đất.
3116	hinan	daily	避難	ひなん	lánh nạn	避難、大丈夫だった?	Lánh nạn có ổn không?
3117	hinan	business	避難	ひなん	lánh nạn	避難経路を全員で確認しましょう。	Hãy cùng nhau kiểm tra lối thoát hiểm.
3118	fuusoku	exam	風速	ふうそく	tốc độ gió	今日の風速はかなり高い。	Tốc độ gió hôm nay khá cao.
3119	fuusoku	daily	風速	ふうそく	tốc độ gió	風速、どれくらいだった?	Tốc độ gió khoảng bao nhiêu vậy?
3120	fuusoku	business	風速	ふうそく	tốc độ gió	風速25メートルの強風に警戒が必要です。	Cần cảnh giác với gió mạnh tốc độ 25 mét/giây.
3121	bousai	exam	防災	ぼうさい	phòng chống thiên tai	学校で防災訓練があった。	Ở trường có diễn tập phòng chống thiên tai.
