row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
3961	dentaku	exam	電卓	でんたく	máy tính (bỏ túi)	電卓で計算した。	Tôi đã tính bằng máy tính bỏ túi.
3962	dentaku	daily	電卓	でんたく	máy tính (bỏ túi)	合計を出すのに電卓を使った。	Tôi dùng máy tính để tính tổng.
3963	dentaku	business	電卓	でんたく	máy tính (bỏ túi)	経理部門では電卓を使用しております。	Phòng kế toán sử dụng máy tính bỏ túi.
3964	nori	exam	のり	のり	hồ dán	のりで紙を貼った。	Tôi đã dán giấy bằng hồ dán.
3965	nori	daily	のり	のり	hồ dán	のり、乾いたら剥がれるよ。	Hồ dán khô rồi sẽ bị bong đấy.
3966	nori	business	のり	のり	hồ dán	強力なのりを使用しております。	Chúng tôi sử dụng hồ dán dính chắc.
3967	hasami	exam	はさみ	はさみ	kéo	はさみで紙を切った。	Tôi đã cắt giấy bằng kéo.
3968	hasami	daily	はさみ	はさみ	kéo	はさみ、貸して。	Cho tớ mượn cái kéo.
3969	hasami	business	はさみ	はさみ	kéo	事務用のはさみを支給しております。	Chúng tôi cấp kéo dùng cho văn phòng.
3970	binsen	exam	便せん	びんせん	giấy viết thư	便せんに手紙を書いた。	Tôi đã viết thư trên giấy viết thư.
3971	binsen	daily	便せん	びんせん	giấy viết thư	この便せん、手紙を書くのが楽しくなりそう。	Giấy viết thư này trông như sẽ khiến việc viết thư thú vị hơn.
3972	binsen	business	便せん	びんせん	giấy viết thư	記念品として便せんセットを配布いたします。	Chúng tôi sẽ phát bộ giấy viết thư làm quà lưu niệm.
3973	wagomu	exam	輪ゴム	わゴム	dây chun	輪ゴムで束ねた。	Tôi đã bó lại bằng dây chun.
3974	wagomu	daily	輪ゴム	わゴム	dây chun	輪ゴム、切れちゃった。	Dây chun bị đứt mất rồi.
3975	wagomu	business	輪ゴム	わゴム	dây chun	梱包に輪ゴムを使用しております。	Chúng tôi sử dụng dây chun trong đóng gói.
3976	aisuru	exam	愛する	あいする	yêu	彼は妻を心から愛している。	Anh ấy yêu vợ mình từ tận đáy lòng.
3977	aisuru	daily	愛する	あいする	yêu	本当に愛してるよ。	Anh yêu em thật lòng đấy.
3978	aisuru	business	愛する	あいする	yêu	お客様に愛される製品づくりを目指しております。	Chúng tôi hướng đến việc tạo ra sản phẩm được khách hàng yêu mến.
3979	akirameru	exam	諦める	あきらめる	từ bỏ	彼は夢を諦めなかった。	Anh ấy đã không từ bỏ giấc mơ.
3980	akirameru	daily	諦める	あきらめる	từ bỏ	もう諦めた方がいいよ。	Nên từ bỏ đi thôi.
3981	akirameru	business	諦める	あきらめる	từ bỏ	この案件は簡単には諦められません。	Việc này không thể dễ dàng từ bỏ được.
3982	akiru	exam	飽きる	あきる	chán	同じ料理に飽きてきた。	Tôi bắt đầu chán món ăn giống nhau.
3983	akiru	daily	飽きる	あきる	chán	このゲーム、もう飽きたよ。	Trò chơi này tớ chán rồi.
3984	akiru	business	飽きる	あきる	chán	お客様に飽きられない商品開発を心がけております。	Chúng tôi chú trọng phát triển sản phẩm không khiến khách hàng nhàm chán.
3985	azukaru	exam	預かる	あずかる	giữ, trông (hộ)	友達の荷物を預かった。	Tôi đã giữ hộ đồ của bạn.
3986	azukaru	daily	預かる	あずかる	giữ, trông (hộ)	ちょっとこれ、預かっててくれる?	Giữ giúp tớ cái này chút được không?
3987	azukaru	business	預かる	あずかる	giữ, trông (hộ)	貴重品はフロントにてお預かりいたします。	Chúng tôi sẽ giữ hộ đồ có giá trị tại quầy lễ tân.
3988	azukeru	exam	預ける	あずける	gửi (cho người khác giữ)	荷物をホテルに預けた。	Tôi đã gửi đồ ở khách sạn.
3989	azukeru	daily	預ける	あずける	gửi (cho người khác giữ)	荷物、フロントに預けてきた。	Tớ đã gửi đồ ở quầy lễ tân rồi.
3990	azukeru	business	預ける	あずける	gửi (cho người khác giữ)	お荷物はクロークにお預けください。	Xin vui lòng gửi hành lý ở quầy giữ đồ.
3991	atatameru1	exam	暖める	あたためる	làm ấm	部屋を暖めるために暖房をつけた。	Tôi đã bật máy sưởi để làm ấm phòng.
3992	atatameru1	daily	暖める	あたためる	làm ấm	部屋、暖めておいたよ。	Tớ đã làm ấm phòng sẵn rồi đấy.
3993	atatameru1	business	暖める	あたためる	làm ấm	会議室を事前に暖めております。	Chúng tôi đã làm ấm phòng họp trước.
3994	atatameru2	exam	温める	あたためる	làm nóng	電子レンジで料理を温めた。	Tôi đã hâm nóng món ăn bằng lò vi sóng.
3995	atatameru2	daily	温める	あたためる	làm nóng	これ、温めてくれる?	Hâm nóng cái này giúp tớ được không?
3996	atatameru2	business	温める	あたためる	làm nóng	ご注文の品は温めてご提供いたします。	Chúng tôi sẽ hâm nóng món quý khách đặt trước khi phục vụ.
3997	ataru	exam	当たる	あたる	trúng	宝くじが当たった。	Tôi đã trúng xổ số.
3998	ataru	daily	当たる	あたる	trúng	このボール、当たったら痛いよ。	Quả bóng này trúng vào là đau đấy.
3999	ataru	business	当たる	あたる	trúng	予測が当たっております。	Dự đoán đã trúng.
4000	amaru	exam	余る	あまる	dư	予算が余った。	Ngân sách còn dư.
4001	amaru	daily	余る	あまる	dư	時間、余ってるね。	Thời gian còn dư nhỉ.
4002	amaru	business	余る	あまる	dư	在庫が余っております。	Hàng tồn kho đang dư.
4003	amu	exam	編む	あむ	đan	セーターを編んだ。	Tôi đã đan áo len.
4004	amu	daily	編む	あむ	đan	これ、編んだの?すごいね。	Cậu đan cái này à? Giỏi thật đấy.
4005	amu	business	編む	あむ	đan	職人が丁寧に編んでおります。	Người thợ thủ công đan tỉ mỉ.
4006	arawareru	exam	現れる	あらわれる	xuất hiện	突然、彼が現れた。	Đột nhiên anh ấy xuất hiện.
4007	arawareru	daily	現れる	あらわれる	xuất hiện	あ、現れたよ!	A, xuất hiện rồi kìa!
