row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
0721	suri	exam	すり	すり	móc túi	電車の中ですりに気をつけてください。	Vui lòng cẩn thận móc túi trên tàu điện.
0722	suri	daily	すり	すり	móc túi	財布、すりに盗られたかも。	Ví có khi bị móc túi lấy mất rồi.
0723	suri	business	すり	すり	móc túi	混雑時はすり被害にご注意ください。	Trong lúc đông đúc xin chú ý đề phòng móc túi.
0724	seigen	exam	制限	せいげん	hạn chế	このプランには利用制限があります。	Gói này có giới hạn sử dụng.
0725	seigen	daily	制限	せいげん	hạn chế	時間制限、厳しいね。	Giới hạn thời gian khá gắt nhỉ.
0726	seigen	business	制限	せいげん	hạn chế	アクセス制限を一部解除いたしました。	Chúng tôi đã gỡ bỏ một phần giới hạn truy cập.
0727	seikou	exam	成功	せいこう	thành công	プロジェクトは成功しました。	Dự án đã thành công.
0728	seikou	daily	成功	せいこう	thành công	やった、成功した!	Yay, thành công rồi!
0729	seikou	business	成功	せいこう	thành công	新製品の開発が成功し、来月発売されます。	Việc phát triển sản phẩm mới đã thành công và sẽ ra mắt vào tháng sau.
0730	seisan1	exam	生産	せいさん	sản xuất	この工場で自動車を生産しています。	Nhà máy này sản xuất ô tô.
0731	seisan1	daily	生産	せいさん	sản xuất	生産、追いついてないんだって。	Nghe nói sản xuất không kịp đó.
0732	seisan1	business	生産	せいさん	sản xuất	生産ラインの効率を向上させる施策を実施します。	Chúng tôi sẽ thực hiện biện pháp nâng cao hiệu quả dây chuyền sản xuất.
0733	seiji	exam	政治	せいじ	chính trị	彼は政治に興味があります。	Anh ấy quan tâm đến chính trị.
0734	seiji	daily	政治	せいじ	chính trị	政治の話は苦手なんだ。	Tôi không giỏi nói chuyện chính trị đâu.
0735	seiji	business	政治	せいじ	chính trị	政治情勢が経済に与える影響を分析しています。	Chúng tôi đang phân tích ảnh hưởng của tình hình chính trị đến kinh tế.
0736	seishitsu	exam	性質	せいしつ	tính chất, bản tính	この物質は特殊な性質を持っている。	Chất này có tính chất đặc biệt.
0737	seishitsu	daily	性質	せいしつ	tính chất, bản tính	彼、そういう性質だから仕方ないよ。	Anh ấy tính cách vậy nên đành chịu thôi.
0738	seishitsu	business	性質	せいしつ	tính chất, bản tính	素材の性質を考慮して設計してください。	Vui lòng thiết kế có xem xét đến tính chất của vật liệu.
0739	seizou	exam	製造	せいぞう	chế tạo	この製品は日本で製造されています。	Sản phẩm này được sản xuất tại Nhật Bản.
0740	seizou	daily	製造	せいぞう	chế tạo	製造過程、見てみたいな。	Mình muốn xem thử quá trình sản xuất ghê.
0741	seizou	business	製造	せいぞう	chế tạo	製造コストの削減に取り組んでいます。	Chúng tôi đang nỗ lực cắt giảm chi phí sản xuất.
0742	seichou	exam	成長	せいちょう	phát triển	子供の成長は早いですね。	Trẻ con lớn nhanh thật nhỉ.
0743	seichou	daily	成長	せいちょう	phát triển	最近、すごく成長したね。	Dạo này bạn trưởng thành hẳn ra nhỉ.
0744	seichou	business	成長	せいちょう	phát triển	企業の成長戦略について議論しました。	Chúng tôi đã thảo luận về chiến lược tăng trưởng của doanh nghiệp.
0745	seido	exam	制度	せいど	chế độ	この会社には独自の制度があります。	Công ty này có chế độ riêng.
0746	seido	daily	制度	せいど	chế độ	その制度、いつからできたの?	Chế độ đó có từ khi nào vậy?
0747	seido	business	制度	せいど	chế độ	新しい人事制度を来月から導入します。	Chúng tôi sẽ áp dụng chế độ nhân sự mới từ tháng sau.
0748	seitou	exam	政党	せいとう	đảng phái	彼はある政党を支持しています。	Anh ấy ủng hộ một đảng phái nào đó.
0749	seitou	daily	政党	せいとう	đảng phái	どの政党に投票するか迷ってる。	Tôi đang phân vân bỏ phiếu cho đảng phái nào.
0750	seitou	business	政党	せいとう	đảng phái	各政党の政策を比較した資料を作成しました。	Chúng tôi đã làm tài liệu so sánh chính sách của các đảng phái.
0751	seihin	exam	製品	せいひん	sản phẩm	この製品は人気があります。	Sản phẩm này được ưa chuộng.
0752	seihin	daily	製品	せいひん	sản phẩm	新製品、もう見た?	Sản phẩm mới xem chưa?
0753	seihin	business	製品	せいひん	sản phẩm	製品の品質管理を徹底しています。	Chúng tôi thực hiện triệt để việc quản lý chất lượng sản phẩm.
0754	seifu	exam	政府	せいふ	chính phủ	政府は新しい政策を発表した。	Chính phủ đã công bố chính sách mới.
0755	seifu	daily	政府	せいふ	chính phủ	政府の対応、遅くない?	Phản ứng của chính phủ không chậm à?
0756	seifu	business	政府	せいふ	chính phủ	政府の規制強化に対応する必要があります。	Cần phải ứng phó với việc tăng cường quy định của chính phủ.
0757	seiyou	exam	西洋	せいよう	phương Tây	西洋の文化に興味があります。	Tôi quan tâm đến văn hóa phương Tây.
0758	seiyou	daily	西洋	せいよう	phương Tây	これ、西洋風のデザインだね。	Cái này có thiết kế kiểu phương Tây nhỉ.
0759	seiyou	business	西洋	せいよう	phương Tây	西洋と東洋の商習慣の違いを研究しています。	Chúng tôi đang nghiên cứu sự khác biệt trong tập quán kinh doanh giữa phương Tây và phương Đông.
0760	seiri	exam	整理	せいり	sắp xếp	部屋を整理しました。	Tôi đã dọn dẹp sắp xếp phòng.
0761	seiri	daily	整理	せいり	sắp xếp	机の上、整理したほうがいいよ。	Nên sắp xếp lại trên bàn đi đó.
