row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
3781	chain	exam	チェーン	チェーン	dây xích	自転車のチェーンが外れた。	Dây xích xe đạp bị tuột.
3782	chain	daily	チェーン	チェーン	dây xích	このチェーン、錆びてるね。	Dây xích này bị gỉ rồi nhỉ.
3783	chain	business	チェーン	チェーン	dây xích	搬送装置のチェーンは、作業開始前に摩耗を確認してください。	Với xích của thiết bị vận chuyển, hãy kiểm tra độ mòn trước khi bắt đầu làm việc.
3784	techou	exam	手帳	てちょう	sổ tay	手帳に予定を書いた。	Tôi đã ghi lịch trình vào sổ tay.
3785	techou	daily	手帳	てちょう	sổ tay	手帳、なくしちゃった。	Tớ làm mất sổ tay rồi.
3786	techou	business	手帳	てちょう	sổ tay	新年度用の手帳を配布いたします。	Chúng tôi sẽ phát sổ tay cho năm học/tài khóa mới.
3787	denshirange	exam	電子レンジ	でんしレンジ	lò vi sóng	電子レンジで温めた。	Tôi đã hâm nóng bằng lò vi sóng.
3788	denshirange	daily	電子レンジ	でんしレンジ	lò vi sóng	電子レンジ、使っていい?	Dùng lò vi sóng được không?
3789	denshirange	business	電子レンジ	でんしレンジ	lò vi sóng	休憩室に電子レンジを設置しております。	Chúng tôi lắp đặt lò vi sóng ở phòng nghỉ.
3790	nuno	exam	布	ぬの	vải	布でカバーを作った。	Tôi đã làm vỏ bọc bằng vải.
3791	nuno	daily	布	ぬの	vải	この布、柔らかいね。	Vải này mềm thật nhỉ.
3792	nuno	business	布	ぬの	vải	高品質な布を使用した製品です。	Đây là sản phẩm sử dụng vải chất lượng cao.
3793	hamigaki	exam	歯磨き	はみがき	đánh răng	寝る前に歯磨きをした。	Trước khi ngủ tôi đã đánh răng.
3794	hamigaki	daily	歯磨き	はみがき	đánh răng	歯磨き、忘れないでね。	Đừng quên đánh răng nhé.
3795	hamigaki	business	歯磨き	はみがき	đánh răng	歯磨き粉の新商品を発売いたします。	Chúng tôi sẽ ra mắt sản phẩm kem đánh răng mới.
3796	hari	exam	針	はり	kim	針で穴を開けた。	Tôi đã đục lỗ bằng kim.
3797	hari	daily	針	はり	kim	針、なくさないでね。	Đừng làm mất kim nhé.
3798	hari	business	針	はり	kim	製造には専用の針を使用しております。	Chúng tôi sử dụng kim chuyên dụng trong sản xuất.
3799	hanko	exam	判こ	はんこ	con dấu	書類に判こを押した。	Tôi đã đóng dấu vào tài liệu.
