row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
2881	tip	exam	チップ	チップ	tiền tip	レストランでチップを渡した。	Tôi đã đưa tiền tip ở nhà hàng.
2882	tip	daily	チップ	チップ	tiền tip	チップ、いくら渡せばいい?	Đưa tiền tip bao nhiêu là được?
2883	tip	business	チップ	チップ	tiền tip	ホテルでは、チップの受け取りに関する社内規定を確認してください。	Tại khách sạn, hãy kiểm tra quy định nội bộ về việc nhận tiền boa.
2884	charge	exam	チャージ	チャージ	nạp tiền	カードにチャージした。	Tôi đã nạp tiền vào thẻ.
2885	charge	daily	チャージ	チャージ	nạp tiền	このカード、チャージしといた?	Cái thẻ này cậu nạp tiền chưa?
2886	charge	business	チャージ	チャージ	nạp tiền	電子マネーのチャージ機を設置いたしました。	Chúng tôi đã lắp đặt máy nạp tiền điện tử.
2887	chokin	exam	貯金	ちょきん	tiết kiệm	将来のために貯金している。	Tôi tiết kiệm cho tương lai.
2888	chokin	daily	貯金	ちょきん	tiết kiệm	貯金、いくらある?	Cậu tiết kiệm được bao nhiêu rồi?
2889	chokin	business	貯金	ちょきん	tiết kiệm	積立貯金プランをご案内いたします。	Chúng tôi xin giới thiệu gói tiết kiệm tích lũy.
2890	tsuuchou	exam	通帳	つうちょう	sổ ngân hàng	銀行で通帳を作った。	Tôi đã làm sổ ngân hàng ở ngân hàng.
2891	tsuuchou	daily	通帳	つうちょう	sổ ngân hàng	通帳、記帳してくる。	Tớ đi cập nhật sổ ngân hàng đây.
2892	tsuuchou	business	通帳	つうちょう	sổ ngân hàng	通帳を紛失された場合は再発行が可能です。	Nếu làm mất sổ ngân hàng, có thể được cấp lại.
2893	teika_b21	exam	定価	ていか	giá niêm yết	定価より安く買った。	Tôi đã mua với giá rẻ hơn giá niêm yết.
2894	teika_b21	daily	定価	ていか	giá niêm yết	これ、定価いくらなの?	Cái này giá niêm yết bao nhiêu vậy?
2895	teika_b21	business	定価	ていか	giá niêm yết	定価から20%割引にてご提供いたします。	Chúng tôi cung cấp với mức giảm 20% từ giá niêm yết.
2896	toku	exam	得	とく	có lợi	まとめて買うと得だ。	Mua một lần nhiều thì có lợi.
2897	toku	daily	得	とく	có lợi	これ、お得だよ!	Cái này lời lắm đấy!
2898	toku	business	得	とく	có lợi	まとめて購入した方が得です。	Mua gộp một lần sẽ có lợi hơn.
2899	tokubai	exam	特売	とくばい	bán giảm giá	スーパーで特売をしていた。	Siêu thị đang có chương trình bán giảm giá.
2900	tokubai	daily	特売	とくばい	bán giảm giá	今日、特売あるらしいよ。	Nghe nói hôm nay có bán giảm giá đấy.
2901	tokubai	business	特売	とくばい	bán giảm giá	週末に特売セールを実施いたします。	Chúng tôi sẽ tổ chức chương trình bán giảm giá vào cuối tuần.
2902	neagari	exam	値上がり	ねあがり	tăng giá	ガソリンが値上がりした。	Giá xăng đã tăng lên.
2903	neagari	daily	値上がり	ねあがり	tăng giá	また値上がりしたの?	Lại tăng giá nữa à?
2904	neagari	business	値上がり	ねあがり	tăng giá	原材料費の値上がりにより価格改定いたします。	Chúng tôi sẽ điều chỉnh giá do nguyên vật liệu tăng giá.
2905	hiyou	exam	費用	ひよう	chi phí	引っ越しの費用を計算した。	Tôi đã tính chi phí chuyển nhà.
2906	hiyou	daily	費用	ひよう	chi phí	費用、どれくらいかかる?	Chi phí khoảng bao nhiêu vậy?
2907	hiyou	business	費用	ひよう	chi phí	本プロジェクトの費用を見積もっております。	Chúng tôi đang ước tính chi phí cho dự án này.
2908	bukka	exam	物価	ぶっか	giá cả (thị trường)	最近、物価が上がっている。	Dạo này giá cả đang tăng.
2909	bukka	daily	物価	ぶっか	giá cả (thị trường)	物価高、大変だよね。	Giá cả cao thật vất vả nhỉ.
2910	bukka	business	物価	ぶっか	giá cả (thị trường)	物価上昇を踏まえ価格を見直します。	Chúng tôi sẽ xem xét lại giá dựa trên tình hình giá cả tăng.
