row	vocabId	type	word	reading	meaningVi	exampleJp	exampleVi
0361	kesseki	exam	欠席	けっせき	vắng mặt	明日は欠席します。	Ngày mai tôi sẽ vắng mặt.
0362	kesseki	daily	欠席	けっせき	vắng mặt	今日、誰か欠席してる?	Hôm nay có ai vắng mặt không?
0363	kesseki	business	欠席	けっせき	vắng mặt	会議を欠席する場合は事前にご連絡ください。	Nếu vắng mặt buổi họp, vui lòng liên hệ trước.
0364	kettei	exam	決定	けってい	quyết định	まだ何も決定していません。	Vẫn chưa quyết định gì cả.
0365	kettei	daily	決定	けってい	quyết định	もう決定したの?早くない?	Quyết định rồi à? Nhanh vậy?
0366	kettei	business	決定	けってい	quyết định	来期の予算が正式に決定しました。	Ngân sách kỳ tới đã được quyết định chính thức.
0367	ketten	exam	欠点	けってん	khuyết điểm	誰にでも欠点はあります。	Ai cũng có khuyết điểm.
0368	ketten	daily	欠点	けってん	khuyết điểm	それ、私の一番の欠点なんだよね。	Đó là khuyết điểm lớn nhất của tôi đó.
0369	ketten	business	欠点	けってん	khuyết điểm	この製品の欠点を改善するよう開発チームに依頼しました。	Tôi đã yêu cầu đội phát triển cải thiện khuyết điểm của sản phẩm này.
0370	ketsuron	exam	結論	けつろん	kết luận	結論はまだ出ていません。	Vẫn chưa có kết luận.
0371	ketsuron	daily	結論	けつろん	kết luận	結局、結論はどうなったの?	Rốt cuộc kết luận thế nào rồi?
0372	ketsuron	business	結論	けつろん	kết luận	長時間の議論の末、ようやく結論に達しました。	Sau thời gian dài thảo luận, cuối cùng chúng tôi cũng đạt được kết luận.
0373	ken1	exam	券	けん	vé	映画の券を2枚買った。	Tôi đã mua 2 vé xem phim.
0374	ken1	daily	券	けん	vé	この券、まだ使える?	Vé này còn dùng được không?
0375	ken1	business	券	けん	vé	商品券を進呈いたします。	Chúng tôi xin tặng phiếu mua hàng.
0376	kengaku	exam	見学	けんがく	tham quan học tập	明日、工場を見学します。	Ngày mai chúng tôi sẽ tham quan nhà máy.
0377	kengaku	daily	見学	けんがく	tham quan học tập	今度、大学の見学に行くんだ。	Lần tới tôi sẽ đi tham quan trường đại học.
0378	kengaku	business	見学	けんがく	tham quan học tập	新入社員向けに工場見学会を実施します。	Chúng tôi sẽ tổ chức buổi tham quan nhà máy dành cho nhân viên mới.
0379	kenshuu	exam	研修	けんしゅう	thực tập, đào tạo	来週、新人研修があります。	Tuần sau có khóa đào tạo cho nhân viên mới.
0380	kenshuu	daily	研修	けんしゅう	thực tập, đào tạo	あの研修、正直つまらなかった。	Thành thật mà nói buổi đào tạo đó nhàm chán.
0381	kenshuu	business	研修	けんしゅう	thực tập, đào tạo	全社員を対象に安全研修を実施いたします。	Chúng tôi sẽ tổ chức đào tạo an toàn cho toàn thể nhân viên.
0382	kensetsu	exam	建設	けんせつ	xây dựng	新しいビルを建設しています。	Họ đang xây dựng một tòa nhà mới.
0383	kensetsu	daily	建設	けんせつ	xây dựng	あそこ、また建設始まったね。	Ở đó lại bắt đầu xây dựng nữa rồi nhỉ.
0384	kensetsu	business	建設	けんせつ	xây dựng	新工場の建設計画が正式に承認されました。	Kế hoạch xây dựng nhà máy mới đã được phê duyệt chính thức.
0385	kenchiku	exam	建築	けんちく	kiến trúc	彼は建築を専攻しています。	Anh ấy học chuyên ngành kiến trúc.
0386	kenchiku	daily	建築	けんちく	kiến trúc	この建築、デザインがすごいね。	Công trình kiến trúc này thiết kế đẹp ghê.
0387	kenchiku	business	建築	けんちく	kiến trúc	有名な建築家に新社屋の設計を依頼しました。	Chúng tôi đã nhờ một kiến trúc sư nổi tiếng thiết kế trụ sở mới.
0388	kenpou	exam	憲法	けんぽう	hiến pháp	日本国憲法について学びます。	Chúng ta sẽ học về Hiến pháp Nhật Bản.
0389	kenpou	daily	憲法	けんぽう	hiến pháp	憲法って改正できるの?	Hiến pháp có thể sửa đổi được à?
0390	kenpou	business	憲法	けんぽう	hiến pháp	憲法に定められた権利について解説します。	Chúng tôi sẽ giải thích về các quyền được quy định trong Hiến pháp.
0391	kenri	exam	権利	けんり	quyền lợi	誰にでも自由に生きる権利がある。	Ai cũng có quyền được tự do sống.
0392	kenri	daily	権利	けんり	quyền lợi	それ、あなたの権利だよ。	Đó là quyền của bạn đó.
0393	kenri	business	権利	けんり	quyền lợi	従業員の権利を守るための規定を整備しました。	Chúng tôi đã hoàn thiện quy định để bảo vệ quyền lợi nhân viên.
0394	genryou	exam	原料	げんりょう	nguyên liệu	小麦はパンの原料です。	Lúa mì là nguyên liệu của bánh mì.
0395	genryou	daily	原料	げんりょう	nguyên liệu	この石鹸、原料にこだわってるんだって。	Nghe nói xà phòng này chú trọng nguyên liệu đó.
0396	genryou	business	原料	げんりょう	nguyên liệu	原料価格の高騰が製造コストに影響しています。	Giá nguyên liệu tăng cao đang ảnh hưởng đến chi phí sản xuất.
0397	kouen1	exam	講演	こうえん	bài diễn thuyết	有名な学者の講演を聞きに行った。	Tôi đã đi nghe bài diễn thuyết của một học giả nổi tiếng.
0398	kouen1	daily	講演	こうえん	bài diễn thuyết	あの講演、すごくためになったよ。	Bài diễn thuyết đó thật sự hữu ích đó.
0399	kouen1	business	講演	こうえん	bài diễn thuyết	来月、業界専門家による講演会を開催します。	Tháng sau chúng tôi sẽ tổ chức buổi diễn thuyết bởi chuyên gia trong ngành.
0400	kouka	exam	効果	こうか	hiệu quả	この薬は効果があります。	Loại thuốc này có hiệu quả.
0401	kouka	daily	効果	こうか	hiệu quả	ダイエット、全然効果出ないんだけど。	Ăn kiêng chẳng thấy hiệu quả gì cả.
0402	kouka	business	効果	こうか	hiệu quả	広告の効果を数値で検証しています。	Chúng tôi đang kiểm chứng hiệu quả quảng cáo bằng số liệu.
0403	koukan	exam	交換	こうかん	trao đổi	サイズが合わないので交換したいです。	Vì không vừa size nên tôi muốn đổi hàng.
0404	koukan	daily	交換	こうかん	trao đổi	連絡先、交換しようよ。	Trao đổi thông tin liên lạc đi.
0405	koukan	business	交換	こうかん	trao đổi	名刺交換の後、名前を確認しておきましょう。	Sau khi trao đổi danh thiếp, hãy xác nhận lại tên nhé.
0406	kougyou	exam	工業	こうぎょう	công nghiệp	この地域は工業が発展している。	Khu vực này công nghiệp phát triển.
0407	kougyou	daily	工業	こうぎょう	công nghiệp	ここ、昔は工業地帯だったんだって。	Nghe nói nơi này trước đây là khu công nghiệp đó.
0408	kougyou	business	工業	こうぎょう	công nghiệp	工業製品の輸出が好調に推移しています。	Xuất khẩu sản phẩm công nghiệp đang diễn biến thuận lợi.
0409	koukuubin	exam	航空便	こうくうびん	đường hàng không	この荷物を航空便で送りたいです。	Tôi muốn gửi kiện hàng này bằng đường hàng không.
0410	koukuubin	daily	航空便	こうくうびん	đường hàng không	航空便だと届くの早いよね。	Gửi đường hàng không thì đến nhanh nhỉ.
0411	koukuubin	business	航空便	こうくうびん	đường hàng không	至急の書類は航空便で発送してください。	Tài liệu gấp xin gửi bằng đường hàng không.
0412	goukei	exam	合計	ごうけい	tổng cộng	合計でいくらになりますか。	Tổng cộng hết bao nhiêu vậy?
0413	goukei	daily	合計	ごうけい	tổng cộng	合計すると、意外と高いね。	Cộng lại thì đắt hơn tưởng nhỉ.
0414	goukei	business	合計	ごうけい	tổng cộng	合計金額をご確認の上お振込みください。	Xin vui lòng xác nhận tổng số tiền trước khi chuyển khoản.
0415	koukoku	exam	広告	こうこく	quảng cáo	テレビでこの商品の広告を見た。	Tôi đã xem quảng cáo sản phẩm này trên TV.
0416	koukoku	daily	広告	こうこく	quảng cáo	この広告、めっちゃ印象に残るね。	Quảng cáo này ấn tượng ghê nhỉ.
0417	koukoku	business	広告	こうこく	quảng cáo	SNSで新商品の広告を出す予定です。	Chúng tôi dự định đăng quảng cáo sản phẩm mới trên mạng xã hội.
0418	kousai	exam	交際	こうさい	quan hệ, giao du; hẹn hò	二人は3年前から交際しています。	Hai người đã hẹn hò từ 3 năm trước.
0419	kousai	daily	交際	こうさい	quan hệ, giao du; hẹn hò	え、二人って交際してるの?	Ơ, hai người đó đang hẹn hò à?
0420	kousai	business	交際	こうさい	quan hệ, giao du; hẹn hò	交際費の精算は月末までにお願いします。	Việc thanh toán chi phí giao tế xin thực hiện trước cuối tháng.
0421	kouji	exam	工事	こうじ	thi công	この道路は工事中です。	Con đường này đang thi công.
0422	kouji	daily	工事	こうじ	thi công	隣のビル、また工事始まったね。	Tòa nhà bên cạnh lại bắt đầu thi công rồi nhỉ.
0423	kouji	business	工事	こうじ	thi công	工事期間中はご不便をおかけいたします。	Trong thời gian thi công, chúng tôi thành thật xin lỗi vì đã gây bất tiện.
0424	koudou	exam	行動	こうどう	hành động	彼はいつも行動が早い。	Anh ấy lúc nào cũng hành động nhanh.
0425	koudou	daily	行動	こうどう	hành động	考えてないで、まず行動しようよ。	Đừng suy nghĩ nữa, hành động trước đi.
0426	koudou	business	行動	こうどう	hành động	迅速な行動が求められる状況です。	Đây là tình huống đòi hỏi hành động nhanh chóng.
0427	kouritsu1	exam	公立	こうりつ	công lập	娘は公立の小学校に通っています。	Con gái tôi đang học trường tiểu học công lập.
0428	kouritsu1	daily	公立	こうりつ	công lập	そこ、公立?私立?	Chỗ đó công lập hay tư thục vậy?
0429	kouritsu1	business	公立	こうりつ	công lập	公立学校との連携プログラムを開始しました。	Chúng tôi đã bắt đầu chương trình hợp tác với các trường công lập.
0430	kouryuu	exam	交流	こうりゅう	giao lưu	他部署の人との交流が少ない。	Ít giao lưu với người ở phòng ban khác.
0431	kouryuu	daily	交流	こうりゅう	giao lưu	今度、交流会あるらしいよ。	Nghe nói sắp có buổi giao lưu đó.
0432	kouryuu	business	交流	こうりゅう	giao lưu	異文化交流を目的としたイベントを企画しています。	Chúng tôi đang lên kế hoạch sự kiện nhằm mục đích giao lưu văn hóa.
